,dipole
2146,CNC(=O)[C-]([NH+]=C(C(=O)OC)c1ccccc1)C(=O)NC
2147,C[N+](=C(C#N)C#N)[C-](C#N)c1ccccc1
2148,COC(=O)C(C(C)=O)=[N+](C)[C-](C)C(=O)OC
2149,COC(=O)C(=[NH+][C-](C(C)=O)C(=O)OC)C(C)=O
2150,CNC(=O)[N-][NH+]=C(C(C)=O)C(=O)NC
2151,[CH2-][O+]=C(C(=O)NC)C(=O)OC
2152,CC(=O)[C-](C)[N+](C)=C(C)C
2153,CC(=O)[CH-][N+](C)=C(C#N)C(C)=O
2154,C=[NH+][C-](C(C)=O)C(C)=O
2155,CNC(=O)[C-]([NH+]=C(c1ccccc1)c1ccccc1)C(C)=O
2156,C=[N+](C)[C-](C)c1ccccc1
2157,COC(=O)C(=[NH+][C-](C(C)=O)C(C)=O)c1ccccc1
2158,COC(=O)C(C)=[O+][O-]
2159,C[N-][O+]=C(C)C(=O)NC
2160,CNC(=O)[C-](c1ccccc1)[N+](C)=C(C)C(=O)OC
2161,COC(=O)[N-][O+]=C(C#N)c1ccccc1
2162,[CH2-][NH+]=C(C#N)c1ccccc1
2163,CC=[N+](C)[C-](C(=O)OC)C(=O)OC
2164,CC(=O)C(C)=[NH+][C-](C)C#N
2165,COC(=O)[C-](C#N)[NH+]=C(C(C)=O)C(C)=O
2166,CNC(=O)[C-](C(C)=O)[N+](C)=Cc1ccccc1
2167,CNC(=O)C(=[NH+][C-](C)C(C)=O)c1ccccc1
2168,COC(=O)C(=[NH+][CH-]C#N)c1ccccc1
2169,CNC(=O)C(C)=[O+][C-](C(C)=O)c1ccccc1
2170,CNC(=O)C(=[NH+][C-](C#N)C(=O)OC)C(=O)OC
2171,CNC(=O)C(=[O+][C-](C)C(=O)NC)C(=O)NC
2172,CC(=O)C(c1ccccc1)=[N+](C)[C-](C#N)c1ccccc1
2173,COC(=O)[C-]([O+]=CC(C)=O)C(=O)OC
2174,CNC(=O)[C-]([NH+]=C(C)C)c1ccccc1
2175,C[N-][NH+]=C(C#N)C(=O)NC
2176,CNC(=O)C(C(C)=O)=[N+](C)[C-](C(=O)OC)c1ccccc1
2177,C=[O+][C-](C)C(C)=O
2178,CC(C)=[O+][CH-]c1ccccc1
2179,CNC(=O)[C-](C#N)[N+](C)=C(C)C(=O)OC
2180,CC=[O+][C-](C#N)C(=O)NC
2181,COC(=O)C(C#N)=[O+][C-](C(=O)OC)c1ccccc1
2182,CNC(=O)C(=[O+][C-](C(C)=O)C(C)=O)C(C)=O
2183,CNC(=O)[C-](C(=O)OC)[N+](C)=C(C(=O)OC)C(=O)OC
2184,C=[NH+][C-](C)C
2185,C[CH-][O+]=C(C#N)C(C)=O
2186,COC(=O)C(=[O+][N-]C(C)=O)C(C)=O
2187,CNC(=O)C(=[NH+][C-](C(=O)NC)C(=O)OC)C(=O)NC
2188,COC(=O)C(=[NH+][C-](C(C)=O)C(=O)OC)c1ccccc1
2189,CNC(=O)C(C)=[NH+][O-]
2190,CNC(=O)[C-]([O+]=C(C(=O)OC)C(=O)OC)C(=O)NC
2191,C=[NH+][C-](C(C)=O)c1ccccc1
2192,COC(=O)C=[O+][O-]
2193,C[CH-][N+](C)=C(C(C)=O)c1ccccc1
2194,CC(C)=[N+](C)[N-]c1ccccc1
2195,C[N-][N+](C)=Nc1ccccc1
2196,COC(=O)[N-][NH+]=C(C)C(=O)OC
2197,CNC(=O)C(=[O+][C-](C(=O)OC)c1ccccc1)C(=O)NC
2198,CC(=O)C(C#N)=[NH+][C-](C)C(C)=O
2199,CNC(=O)C(C)=[N+](C)[C-](C)C
2200,COC(=O)C(C)=[NH+][C-](C)C(C)=O
2201,COC(=O)C(C#N)=[NH+][C-](C#N)C#N
2202,CNC(=O)[C-]([O+]=C(C)c1ccccc1)C(C)=O
2203,CNC(=O)[CH-][O+]=C(C#N)C#N
2204,CC(=O)C(C#N)=[N+](C)[C-](C#N)C#N
2205,CNC(=O)C(C)=[NH+][C-](C)C(=O)OC
2206,CC=[O+][C-](C#N)C#N
2207,CNC(=O)C=[NH+][C-](c1ccccc1)c1ccccc1
2208,CNC(=O)[N-][NH+]=C(C#N)C(=O)NC
2209,CNC(=O)C(C)=[O+][C-](C)C#N
2210,CN=[NH+][N-]C#N
2211,COC(=O)C=[N+](C)[C-](C)C(C)=O
2212,COC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)C(=O)OC
2213,CNC(=O)C=[NH+][C-](C(C)=O)C(=O)OC
2214,C=[O+][N-]C(=O)NC
2215,C[N-][O+]=C(C)C(C)=O
2216,C[CH-][NH+]=C(C(=O)OC)C(=O)OC
2217,C[CH-][N+](C)=C(C(C)=O)C(=O)OC
2218,CNC(=O)C=[N+](C)[C-](C#N)C(=O)NC
2219,CC(=O)[CH-][N+](C)=C(C)C(C)=O
2220,CC(=O)[N-][O+]=CC#N
2221,COC(=O)[C-](C)[NH+]=Cc1ccccc1
2222,COC(=O)C(c1ccccc1)=[N+](C)[C-](C)C(C)=O
2223,CNC(=O)C(C#N)=[N+](C)[C-](C(=O)NC)C(=O)NC
2224,C[N-][O+]=C(C#N)c1ccccc1
2225,C[CH-][N+](C)=Cc1ccccc1
2226,C=[N+](C)[N-]C(C)=O
2227,COC(=O)[C-]([O+]=C(C#N)C#N)C(C)=O
2228,CC(=O)[CH-][N+](C)=C(C(C)=O)C(C)=O
2229,CC(C#N)=[N+](C)[CH-]c1ccccc1
2230,CC(=O)C=[NH+][NH-]
2231,CC(=O)C=[N+](C)[N-]C(C)=O
2232,CNC(=O)C(=[O+][N-]C(=O)OC)C(=O)OC
2233,CC=[O+][C-](c1ccccc1)c1ccccc1
2234,CNC(=O)C(C#N)=[O+][C-](C(C)=O)C(=O)NC
2235,CNC(=O)C(C)=[NH+][N-]C(C)=O
2236,COC(=O)[CH-][O+]=C(C)C(C)=O
2237,COC(=O)C(=[O+][N-]c1ccccc1)C(=O)OC
2238,CC(=O)C(C#N)=[O+][N-]c1ccccc1
2239,CNC(=O)C(=[O+][C-](C#N)C(=O)NC)C(C)=O
2240,CNC(=O)[C-]([NH+]=C(C(=O)OC)c1ccccc1)C(C)=O
2241,CNC(=O)[C-]([O+]=C(C(C)=O)C(C)=O)C(C)=O
2242,CC(=O)C(C)=[O+][C-](C)C(C)=O
2243,COC(=O)C(=[O+][C-](C)C(=O)OC)C(=O)OC
2244,CC(=O)[N-][N+](C)=C(C)C(C)=O
2245,CNC(=O)C=[N+](C)[C-](C)C(C)=O
2246,CC(=O)C(=[O+][C-](c1ccccc1)c1ccccc1)c1ccccc1
2247,COC(=O)C(C#N)=[O+][CH-]C(C)=O
2248,CNC(=O)[N-][O+]=C(C(C)=O)c1ccccc1
2249,COC(=O)[C-](C(C)=O)[N+](C)=C(C#N)C(C)=O
2250,CC(=O)[CH-][N+](C)=C(C(C)=O)c1ccccc1
2251,CC(C)=[N+](C)[C-](C)c1ccccc1
2252,COC(=O)[C-](C)[NH+]=C(c1ccccc1)c1ccccc1
2253,COC(=O)C(=[NH+][C-](C)C)c1ccccc1
2254,C[CH-][O+]=C(C#N)C(=O)NC
2255,COC(=O)C(=[O+][CH-]C(C)=O)c1ccccc1
2256,N#C[N-][NH+]=C(c1ccccc1)c1ccccc1
2257,COC(=O)C(C#N)=[N+](C)[C-](C)C
2258,CC(=O)[N-][N+](C)=NC#N
2259,CC(=O)N=[NH+][NH-]
2260,CNC(=O)[N-][NH+]=C(C(C)=O)C(=O)OC
2261,CNC(=O)C(C(C)=O)=[N+](C)[N-]c1ccccc1
2262,c1ccc(N=[NH+][N-]c2ccccc2)cc1
2263,CC(=O)[CH-][O+]=C(C)c1ccccc1
2264,CN=[NH+][N-]C(C)=O
2265,COC(=O)C(C)=[NH+][C-](C)C(=O)OC
2266,CC(=O)[C-](c1ccccc1)[N+](C)=C(C)C
2267,CC(c1ccccc1)=[N+](C)[C-](C#N)C#N
2268,CNC(=O)[C-](C(C)=O)[N+](C)=CC(=O)OC
2269,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C#N)C#N
2270,COC(=O)C(C(C)=O)=[N+](C)[C-](C)C
2271,CNC(=O)C=[O+][C-](C)C(=O)OC
2272,CC(=O)C(=[NH+][N-]c1ccccc1)c1ccccc1
2273,CNC(=O)[C-]([O+]=C(C)C(C)=O)c1ccccc1
2274,CNC(=O)[CH-][NH+]=C(C#N)C#N
2275,CNC(=O)N=[O+][N-]c1ccccc1
2276,CC(=O)[CH-][NH+]=CC#N
2277,COC(=O)C(C)=[O+][CH-]C#N
2278,CNC(=O)[CH-][O+]=CC#N
2279,CNC(=O)[N-][NH+]=C(C#N)C(C)=O
2280,N#C[C-](C#N)[O+]=Cc1ccccc1
2281,CNC(=O)[C-](C(=O)OC)[N+](C)=CC(=O)OC
2282,CC(=O)C(C#N)=[NH+][O-]
2283,CNC(=O)C(=[NH+][CH-]C(C)=O)C(=O)OC
2284,C[C-](c1ccccc1)[N+](C)=CC#N
2285,CNC(=O)[C-](C(=O)OC)[N+](C)=C(c1ccccc1)c1ccccc1
2286,CNC(=O)C(C#N)=[N+](C)[C-](C)c1ccccc1
2287,C[C-]([O+]=C(C#N)c1ccccc1)c1ccccc1
2288,[CH2-][NH+]=C(c1ccccc1)c1ccccc1
2289,CNC(=O)[N-][NH+]=C(C)C(C)=O
2290,CNC(=O)C(C)=[NH+][C-](C#N)C(=O)OC
2291,CC(=O)[N-][O+]=C(C)C(C)=O
2292,CC(C)=[NH+][N-]c1ccccc1
2293,COC(=O)[C-](C#N)[O+]=C(C(C)=O)c1ccccc1
2294,C[CH-][N+](C)=CC#N
2295,CC(=O)C(=[NH+][C-](C#N)C#N)C(C)=O
2296,CNC(=O)C(=[NH+][C-](C(=O)OC)c1ccccc1)c1ccccc1
2297,CC(=O)[C-](C#N)[NH+]=C(C)c1ccccc1
2298,CNC(=O)[C-]([O+]=C(C(C)=O)C(C)=O)C(=O)NC
2299,CC(=O)[N-][O+]=C(C)C
2300,COC(=O)[C-]([O+]=Cc1ccccc1)c1ccccc1
2301,CNC(=O)[C-](C)[NH+]=C(C(C)=O)C(C)=O
2302,CC(C)=[O+][C-](C#N)c1ccccc1
2303,COC(=O)[C-]([NH+]=C(C#N)C#N)c1ccccc1
2304,CNC(=O)[C-](C#N)[O+]=C(C#N)C(C)=O
2305,COC(=O)C(=[O+][C-](C)C(=O)OC)c1ccccc1
2306,CNC(=O)C(C#N)=[NH+][NH-]
2307,CC(C#N)=[O+][CH-]c1ccccc1
2308,COC(=O)C(c1ccccc1)=[N+](C)[NH-]
2309,CC(=O)C=[O+][CH-]C#N
2310,CC(=O)C(C)=[O+][C-](C#N)C#N
2311,CC(=O)C(C)=[NH+][C-](C(C)=O)c1ccccc1
2312,CNC(=O)C(C)=[O+][C-](C#N)C(=O)OC
2313,CNC(=O)[C-]([NH+]=C(C(C)=O)C(=O)OC)C(C)=O
2314,CC(=O)[CH-][O+]=C(C)C#N
2315,COC(=O)C=[NH+][C-](C)C(C)=O
2316,CNC(=O)[CH-][N+](C)=C(C(=O)OC)c1ccccc1
2317,CC(=O)[N-][NH+]=C(C#N)C(C)=O
2318,COC(=O)[N-][O+]=C(C)C
2319,C[CH-][NH+]=C(C(=O)NC)C(=O)OC
2320,COC(=O)[C-]([NH+]=Cc1ccccc1)c1ccccc1
2321,CNC(=O)[C-](C(=O)NC)[N+](C)=C(C(C)=O)c1ccccc1
2322,CC=[NH+][C-](C#N)C#N
2323,CC(=O)C(=[O+][C-](C(C)=O)c1ccccc1)C(C)=O
2324,CNC(=O)C(=[NH+][NH-])C(=O)NC
2325,N#C[C-]([NH+]=Cc1ccccc1)c1ccccc1
2326,CNC(=O)C(C)=[NH+][C-](C#N)C(=O)NC
2327,CNC(=O)C(=[NH+][C-](C)C(C)=O)C(=O)OC
2328,CNC(=O)[C-]([NH+]=CC#N)C(=O)NC
2329,COC(=O)C(=[NH+][C-](C(C)=O)C(C)=O)C(C)=O
2330,COC(=O)[CH-][N+](C)=C(C(=O)OC)C(=O)OC
2331,COC(=O)C(=[NH+][N-]c1ccccc1)c1ccccc1
2332,CNC(=O)C(=[NH+][CH-]C(C)=O)C(C)=O
2333,CC(=[NH+][C-](C#N)c1ccccc1)c1ccccc1
2334,C[C-](C)[NH+]=CC#N
2335,CC(C#N)=[N+](C)[NH-]
2336,COC(=O)[N-][O+]=NC#N
2337,COC(=O)C(C)=[NH+][C-](c1ccccc1)c1ccccc1
2338,COC(=O)[N-][O+]=CC(C)=O
2339,CNC(=O)[CH-][NH+]=C(C#N)C(C)=O
2340,CNC(=O)[C-](C#N)[O+]=C(C)C
2341,COC(=O)C(=[O+][C-](C#N)C(C)=O)c1ccccc1
2342,COC(=O)[N-][NH+]=C(C#N)c1ccccc1
2343,COC(=O)[C-](C#N)[NH+]=CC(C)=O
2344,COC(=O)C(=[NH+][C-](C(=O)OC)C(=O)OC)c1ccccc1
2345,COC(=O)[C-](C)[N+](C)=C(C)c1ccccc1
2346,[CH2-][O+]=C(C#N)C(=O)OC
2347,COC(=O)[C-](C(C)=O)[N+](C)=C(C)c1ccccc1
2348,C[C-](C)[NH+]=C(C#N)c1ccccc1
2349,COC(=O)C(C#N)=[NH+][CH-]C#N
2350,COC(=O)[N-][O+]=C(c1ccccc1)c1ccccc1
2351,COC(=O)C=[N+](C)[C-](C(=O)OC)C(=O)OC
2352,N#CC=[O+][C-](C#N)c1ccccc1
2353,CC(c1ccccc1)=[N+](C)[C-](C#N)c1ccccc1
2354,CC(=O)C(C#N)=[N+](C)[C-](C)C(C)=O
2355,CC(=O)C(C#N)=[O+][N-]C#N
2356,N#CC=[O+][CH-]c1ccccc1
2357,CC(=O)[C-](C#N)[NH+]=CC#N
2358,CC(C#N)=[N+](C)[C-](C)C
2359,COC(=O)[C-](C)[N+](C)=CC(C)=O
2360,N#CC(C#N)=[O+][CH-]c1ccccc1
2361,CC(=O)C=[N+](C)[O-]
2362,CNC(=O)C(=[O+][C-](C)C(C)=O)C(C)=O
2363,COC(=O)[C-](C)[N+](C)=CC#N
2364,COC(=O)C(=[O+][NH-])C(C)=O
2365,N#C[CH-][NH+]=Cc1ccccc1
2366,C[C-]([NH+]=C(C#N)c1ccccc1)c1ccccc1
2367,CN=[N+](C)[N-]C(=O)OC
2368,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C(=O)NC)C(=O)NC
2369,CNC(=O)[C-]([NH+]=C(C)C(C)=O)C(=O)NC
2370,CNC(=O)[C-]([O+]=C(C(=O)OC)c1ccccc1)C(C)=O
2371,COC(=O)C=[O+][C-](C(=O)OC)C(=O)OC
2372,CNC(=O)C(=[O+][C-](C)C(=O)OC)c1ccccc1
2373,C[C-](C#N)[NH+]=Cc1ccccc1
2374,CNC(=O)[CH-][O+]=C(C(C)=O)c1ccccc1
2375,C[CH-][N+](C)=C(C)C(=O)OC
2376,CC(=O)C(C#N)=[N+](C)[C-](C)C#N
2377,CNC(=O)[CH-][O+]=C(C(=O)NC)c1ccccc1
2378,COC(=O)C(c1ccccc1)=[N+](C)[C-](C)C#N
2379,CNC(=O)C(=[NH+][C-](C(C)=O)C(=O)OC)C(=O)NC
2380,CNC(=O)C(C)=[NH+][C-](C(=O)NC)c1ccccc1
2381,COC(=O)[CH-][NH+]=CC(C)=O
2382,COC(=O)[C-]([NH+]=C(C(C)=O)C(C)=O)C(C)=O
2383,CNC(=O)C(C#N)=[O+][N-]C(=O)OC
2384,CC(=O)N=[O+][NH-]
2385,CC(=O)C=[NH+][C-](C)C#N
2386,CC(=O)[C-]([NH+]=C(C)C#N)C(C)=O
2387,CC=[O+][C-](C(=O)OC)c1ccccc1
2388,CNC(=O)C(=[NH+][C-](C(C)=O)C(C)=O)c1ccccc1
2389,COC(=O)C(C(=O)OC)=[N+](C)[C-](C#N)C#N
2390,[CH2-][O+]=C(C#N)C(=O)NC
2391,CC(=O)[N-][N+](C)=N
2392,CNC(=O)[CH-][O+]=CC(C)=O
2393,COC(=O)C(C(=O)OC)=[N+](C)[C-](C#N)C(=O)OC
2394,C[N+]([NH-])=Nc1ccccc1
2395,COC(=O)[C-](C)[O+]=C(C#N)c1ccccc1
2396,CNC(=O)C(=[O+][C-](C#N)C(C)=O)C(=O)OC
2397,COC(=O)[C-](C(=O)OC)[N+](C)=C(C)C(C)=O
2398,CNC(=O)C(=[O+][C-](C(=O)NC)C(=O)OC)C(=O)NC
2399,CC(=O)[C-]([NH+]=C(C#N)c1ccccc1)c1ccccc1
2400,C=[NH+][C-](C)C#N
2401,CNC(=O)C(C#N)=[N+](C)[N-]c1ccccc1
2402,COC(=O)C(=[NH+][C-](C)c1ccccc1)C(C)=O
2403,COC(=O)C(=[O+][C-](C#N)C(=O)OC)C(=O)OC
2404,C[CH-][NH+]=CC#N
2405,CC(=O)[C-]([NH+]=C(C#N)C#N)C(C)=O
2406,C[CH-][O+]=C(C)c1ccccc1
2407,CC=[O+][O-]
2408,CNC(=O)C(=[O+][C-](C(=O)NC)C(=O)NC)C(=O)OC
2409,C[CH-][O+]=CC(C)=O
2410,C(=[NH+][C-](c1ccccc1)c1ccccc1)c1ccccc1
2411,CNC(=O)C(C)=[N+](C)[O-]
2412,CNC(=O)C(C#N)=[O+][C-](C#N)C(=O)OC
2413,CNC(=O)[C-]([NH+]=CC(=O)OC)C(=O)OC
2414,CC(=O)C(C(C)=O)=[N+](C)[O-]
2415,CNC(=O)[C-](C(=O)OC)[N+](C)=CC#N
2416,N#CC(=[O+][C-](C#N)c1ccccc1)c1ccccc1
2417,[CH2-][N+](C)=C(C)C
2418,COC(=O)C(=[NH+][C-](c1ccccc1)c1ccccc1)c1ccccc1
2419,CC(=O)C(c1ccccc1)=[N+](C)[C-](C)C#N
2420,CC(=O)C(=[NH+][N-]C#N)c1ccccc1
2421,CC(=O)[C-]([O+]=C(C#N)C#N)c1ccccc1
2422,CNC(=O)C(C#N)=[O+][C-](C)C
2423,CNC(=O)[C-](C#N)[O+]=C(C)C(C)=O
2424,C[N+]([O-])=Nc1ccccc1
2425,COC(=O)C=[NH+][CH-]C#N
2426,CNC(=O)C(C)=[N+](C)[N-]C#N
2427,COC(=O)C(=[O+][C-](C)C(=O)OC)C(C)=O
2428,CNC(=O)C(C(C)=O)=[N+](C)[C-](C#N)C(C)=O
2429,COC(=O)[C-](C)[NH+]=C(C)c1ccccc1
2430,CC(=O)C(=[NH+][C-](C#N)c1ccccc1)C(C)=O
2431,CNC(=O)C=[N+](C)[C-](C(C)=O)C(C)=O
2432,C[N+]([CH-]c1ccccc1)=C(c1ccccc1)c1ccccc1
2433,CNC(=O)N=[N+](C)[NH-]
2434,COC(=O)[CH-][N+](C)=C(C(C)=O)C(C)=O
2435,COC(=O)N=[O+][N-]C#N
2436,CNC(=O)[C-](C)[N+](C)=C(c1ccccc1)c1ccccc1
2437,COC(=O)[N-][N+](C)=C(C#N)C#N
2438,c1ccc([N-][O+]=C(c2ccccc2)c2ccccc2)cc1
2439,CC(=O)N=[O+][O-]
2440,C=[O+][C-](C#N)c1ccccc1
2441,[NH-][NH+]=Cc1ccccc1
2442,CC=[N+](C)[CH-]C(=O)NC
2443,COC(=O)[N-][O+]=C(C(C)=O)C(C)=O
2444,CNC(=O)[C-]([O+]=C(C)C(C)=O)C(=O)NC
2445,COC(=O)C(C#N)=[O+][C-](C#N)C#N
2446,CC=[O+][C-](C(C)=O)C(C)=O
2447,CNC(=O)[CH-][N+](C)=C(C)C#N
2448,C[CH-][NH+]=CC(=O)OC
2449,COC(=O)C(C)=[N+](C)[C-](C)C(C)=O
2450,COC(=O)C=[NH+][C-](C)C(=O)OC
2451,COC(=O)[C-](C)[N+](C)=C(C#N)C(C)=O
2452,CNC(=O)[N-][NH+]=C(C)C
2453,CNC(=O)C=[NH+][C-](C)c1ccccc1
2454,COC(=O)[N-][N+](C)=C(C#N)C(C)=O
2455,COC(=O)C(C)=[NH+][C-](C#N)c1ccccc1
2456,COC(=O)[CH-][O+]=C(C(=O)OC)C(=O)OC
2457,CC(=O)[N-][NH+]=C(C(C)=O)C(C)=O
2458,CC(=O)[N-][NH+]=NC#N
2459,CNC(=O)[C-]([O+]=C(C(C)=O)c1ccccc1)C(=O)OC
2460,CC=[NH+][N-]C(=O)NC
2461,COC(=O)C(C#N)=[NH+][N-]C(C)=O
2462,C=[O+][CH-]C
2463,COC(=O)C=[N+](C)[C-](C(=O)OC)c1ccccc1
2464,CC(=O)[C-](C)[NH+]=C(C)C#N
2465,CC(C#N)=[N+](C)[CH-]C#N
2466,CNC(=O)C(C)=[NH+][C-](C)C
2467,N#C[C-](C#N)[NH+]=Cc1ccccc1
2468,C[CH-][O+]=C(C)C(=O)OC
2469,CC(=O)[C-](C#N)[N+](C)=C(C#N)C#N
2470,CNC(=O)C(=[O+][C-](c1ccccc1)c1ccccc1)c1ccccc1
2471,CNC(=O)[C-]([O+]=C(C(=O)OC)C(=O)OC)C(=O)OC
2472,COC(=O)C(C#N)=[O+][C-](C)C(C)=O
2473,CNC(=O)C(C)=[O+][CH-]C#N
2474,CNC(=O)[N-][O+]=C(C)C(=O)OC
2475,C[N+](=CC#N)[C-](c1ccccc1)c1ccccc1
2476,CNC(=O)C(=[O+][NH-])C(C)=O
2477,CNC(=O)[C-]([NH+]=C(C#N)C(C)=O)C(C)=O
2478,CNC(=O)C=[N+](C)[C-](C)C(=O)OC
2479,CNC(=O)C(C#N)=[N+](C)[C-](C(=O)OC)c1ccccc1
2480,CNC(=O)[CH-][O+]=C(C)C#N
2481,COC(=O)C(C#N)=[N+](C)[O-]
2482,COC(=O)C(C)=[NH+][C-](C(C)=O)C(=O)OC
2483,CC(=O)C(C#N)=[N+](C)[C-](C(C)=O)c1ccccc1
2484,COC(=O)C(C)=[N+](C)[N-]C(C)=O
2485,CC(=O)[N-][N+](C)=Nc1ccccc1
2486,COC(=O)C(C)=[O+][N-]C(C)=O
2487,[CH2-][NH+]=C(C)c1ccccc1
2488,CC(=O)C(C#N)=[O+][C-](C#N)C#N
2489,CNC(=O)[C-]([O+]=C(C#N)C(C)=O)C(=O)OC
2490,CC(=O)[C-](C)[O+]=Cc1ccccc1
2491,C[N-][N+](C)=C(C(C)=O)C(=O)OC
2492,CC(=O)[N-][N+](C)=C(c1ccccc1)c1ccccc1
2493,CC(=O)[C-](C)[N+](C)=C(C)C#N
2494,CNC(=O)C(=[NH+][C-](C#N)C#N)C(=O)NC
2495,CNC(=O)[N-][NH+]=Cc1ccccc1
2496,COC(=O)N=[NH+][N-]C#N
2497,C[N-][N+](C)=C(c1ccccc1)c1ccccc1
2498,C[N-][N+](C)=C(C#N)C(=O)OC
2499,CC(=O)[N-][NH+]=CC#N
2500,CNC(=O)[N-][N+](C)=CC(=O)OC
2501,CC(C#N)=[O+][CH-]C#N
2502,COC(=O)C(=[NH+][C-](C#N)C(=O)OC)C(=O)OC
2503,CNC(=O)[C-](C)[N+](C)=C(C)C
2504,C[N-][O+]=C(C#N)C(=O)OC
2505,CC(=O)C(C#N)=[NH+][N-]c1ccccc1
2506,C[N-][O+]=C(C(=O)OC)c1ccccc1
2507,CNC(=O)C(C(=O)OC)=[N+](C)[N-]C(=O)OC
2508,COC(=O)[C-](C(=O)OC)[N+](C)=C(C)C#N
2509,CNC(=O)[C-]([NH+]=CC(C)=O)C(=O)OC
2510,CNC(=O)C=[O+][CH-]C#N
2511,COC(=O)C=[O+][C-](C#N)C(=O)OC
2512,C(=[NH+][CH-]c1ccccc1)c1ccccc1
2513,COC(=O)[C-](C(C)=O)[N+](C)=Cc1ccccc1
2514,C[N-][O+]=CC(=O)OC
2515,CC=[O+][CH-]c1ccccc1
2516,CNC(=O)C(=[NH+][CH-]C(=O)OC)C(C)=O
2517,C=[O+][C-](C(C)=O)C(C)=O
2518,COC(=O)C(C)=[NH+][C-](C#N)C(=O)OC
2519,CNC(=O)C(=[NH+][CH-]C#N)c1ccccc1
2520,CNC(=O)C(C#N)=[N+](C)[C-](C(=O)NC)C(=O)OC
2521,CC(=O)C(=[NH+][C-](C#N)c1ccccc1)c1ccccc1
2522,COC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)C(C)=O
2523,CC=[O+][NH-]
2524,CC(=O)[N-][N+](C)=C(C(C)=O)C(C)=O
2525,CNC(=O)[C-]([O+]=C(C(C)=O)C(=O)OC)C(=O)OC
2526,CNC(=O)[C-](C(C)=O)[N+](C)=C(C)C
2527,COC(=O)[C-]([NH+]=CC(C)=O)C(C)=O
2528,COC(=O)[C-]([NH+]=C(C)c1ccccc1)C(C)=O
2529,C(=[O+][CH-]c1ccccc1)c1ccccc1
2530,C[N-][N+](C)=NC(=O)NC
2531,CNC(=O)C(C)=[NH+][CH-]C(=O)OC
2532,CNC(=O)[C-]([NH+]=C(C)c1ccccc1)C(=O)NC
2533,CNC(=O)C(=[O+][CH-]c1ccccc1)C(=O)NC
2534,COC(=O)[CH-][N+](C)=C(c1ccccc1)c1ccccc1
2535,CNC(=O)C(C#N)=[N+](C)[C-](c1ccccc1)c1ccccc1
2536,COC(=O)[CH-][N+](C)=CC#N
2537,CC(=O)C(c1ccccc1)=[N+](C)[C-](C(C)=O)c1ccccc1
2538,C[C-](C)[NH+]=C(c1ccccc1)c1ccccc1
2539,COC(=O)C(C)=[NH+][C-](C)c1ccccc1
2540,CC(=O)N=[N+](C)[N-]C#N
2541,COC(=O)N=[N+](C)[NH-]
2542,COC(=O)C(C)=[N+](C)[NH-]
2543,CC=[O+][C-](C)C#N
2544,COC(=O)C(=[O+][C-](C(C)=O)C(C)=O)C(=O)OC
2545,CNC(=O)[C-](c1ccccc1)[N+](C)=CC(=O)OC
2546,CN=[O+][NH-]
2547,COC(=O)C(C(C)=O)=[N+](C)[C-](C(=O)OC)c1ccccc1
2548,CNC(=O)[C-](C)[O+]=C(C(C)=O)C(=O)OC
2549,CC(=O)C(C#N)=[N+](C)[CH-]c1ccccc1
2550,CNC(=O)C(C#N)=[N+](C)[NH-]
2551,[CH2-][N+](C)=C(C)C#N
2552,c1ccc(N=[O+][N-]c2ccccc2)cc1
2553,CC(=O)C(=[NH+][C-](C)c1ccccc1)C(C)=O
2554,COC(=O)[C-](C)[O+]=C(C)c1ccccc1
2555,COC(=O)C=[NH+][C-](C#N)C#N
2556,COC(=O)C(=[NH+][CH-]c1ccccc1)c1ccccc1
2557,CC=[N+](C)[O-]
2558,CC(c1ccccc1)=[N+](C)[C-](C)C
2559,C[N-][N+](C)=N
2560,C[N-][O+]=CC#N
2561,COC(=O)[C-]([O+]=C(C#N)C(C)=O)C(=O)OC
2562,CNC(=O)[C-](C(=O)NC)[N+](C)=C(C)c1ccccc1
2563,CC=[O+][CH-]C#N
2564,CNC(=O)C(C#N)=[O+][C-](C#N)C(=O)NC
2565,CNC(=O)C=[O+][N-]C(=O)NC
2566,CC(=O)[C-](C)[O+]=C(C#N)c1ccccc1
2567,C=[N+](C)[CH-]C
2568,CC(=[O+][C-](C#N)C#N)c1ccccc1
2569,CNC(=O)C(=[O+][C-](C(=O)NC)c1ccccc1)C(C)=O
2570,C=[NH+][C-](C(C)=O)C(=O)NC
2571,CNC(=O)C(C#N)=[NH+][C-](C(=O)OC)C(=O)OC
2572,CNC(=O)[C-]([O+]=C(C)C(C)=O)C(=O)OC
2573,COC(=O)[CH-][NH+]=C(C(C)=O)c1ccccc1
2574,CC(=O)C=[O+][C-](c1ccccc1)c1ccccc1
2575,CC(=O)C(C#N)=[N+](C)[N-]c1ccccc1
2576,CNC(=O)[C-](C)[N+](C)=C(C#N)c1ccccc1
2577,COC(=O)[C-](C#N)[NH+]=C(C#N)C#N
2578,CC=[O+][N-]C(C)=O
2579,COC(=O)[C-]([NH+]=C(C)c1ccccc1)c1ccccc1
